no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
197,3315013,JAWA TENGAH,Pemerintah,RSU DR. R. SOEDJATI SOEMODIARDJO,"55,394","273,246","328,640",B
198,3173051,DKI JAKARTA,Swasta,RS SINT CAROLUS,"18,796","307,786","327,146",B
199,3401015,DIY,Pemerintah,RSUD WATES,"41,208","282,939","324,151",B
200,7371063,SULAWESI SELATAN,Swasta,RS STELLA MARIS,"31,352","287,526","318,881",B
201,3273026,JAWA BARAT,Pemerintah,RS SARTIKA ASIH,"45,543","271,229","316,772",B
202,3573044,JAWA TIMUR,Swasta,RS PANTI NIRMALA,"32,170","282,268","314,442",B
203,3275392,JAWA BARAT,Swasta,RS PRIMAYA BEKASI BARAT,"29,261","284,790","314,051",B
204,7271014,SULAWESI TENGAH,Pemerintah,RS UNDATA PALU,"46,434","265,062","311,498",B
205,1271016,SUMATERA UTARA,Pemerintah,RSU DR FL TOBING SIBOLGA,"17,252","293,562","310,814",B
206,3578202,JAWA TIMUR,Swasta,RS MATA UNDAAN,"13,471","297,104","310,575",B
207,3172724,DKI JAKARTA,Pemerintah,RSU HAJI JAKARTA,"33,442","271,277","304,719",B
208,3528013,JAWA TIMUR,Pemerintah,RSUD DR. H. SLAMET MARTODIRDJO,"44,540","257,496","302,037",B
209,3471041,DIY,Swasta,RS PKU MUHAMMADIYAH YOGYAKARTA,"29,290","272,477","301,998",B
210,2071012,KEPULAUAN RIAU,Swasta,RS BUDI KEMULIAAN BATAM,"25,611","275,808","301,419",B
211,3603157,BANTEN,Pemerintah,RSUD BALARAJA,"45,376","253,415","298,792",B
212,3273085,JAWA BARAT,Swasta,RS ADVENT BANDUNG,"37,656","260,983","298,645",B
213,7308041,SULAWESI SELATAN,Pemerintah,RS TENRIAWARU BONE,"52,220","245,322","297,543",B
214,3172757,DKI JAKARTA,Pemerintah,RSU ADHYAKSA,"17,561","278,993","296,554",B
215,1205013,SUMATERA UTARA,Pemerintah,RSU TARUTUNG,"32,033","263,668","295,701",B
216,2072002,KEPULAUAN RIAU,Pemerintah,RSUD PROVINSI KEPULAUAN RIAU TANJUNGPINANG,"32,126","262,721","294,847",B
217,3508016,JAWA TIMUR,Pemerintah,RS HARYOTO,"49,809","240,525","290,334",B
218,7571010,GORONTALO,Pemerintah,RSUD PROF DR H ALOEI SABOE,"65,278","223,450","288,736",B
219,2071103,KEPULAUAN RIAU,Swasta,RS AWAL BROS BATAM,"20,414","266,644","287,058",B
220,3513013,JAWA TIMUR,Pemerintah,RSUD WALUYO JATI KRAKSAAN,"48,873","236,586","285,459",B
221,7171099,SULAWESI UTARA,Swasta,SILOAM HOSPITALS MANADO,"25,801","258,874","284,675",B
222,3674157,BANTEN,Swasta,RS MEDIKA BSD,"10,983","273,119","284,102",B
223,3507052,JAWA TIMUR,Pemerintah,"RSUD KANJURUHAN KEPANJEN, KAB MALANG","33,915","246,109","280,025",B
224,3671065,BANTEN,Swasta,RS EMC TANGERANG,"20,397","259,574","279,972",B
225,1118012,NAD,Pemerintah,RSUD PIDIE JAYA,"40,235","237,449","277,689",B
226,3601010,BANTEN,Pemerintah,RSUD BERKAH PANDEGLANG,"48,060","229,179","277,239",B
227,3571042,JAWA TIMUR,Swasta,RS BAPTIS KEDIRI,"29,651","246,226","275,877",B
228,3216218,JAWA BARAT,Swasta,RS ANANDA,"37,321","238,398","275,864",B
229,5103035,BALI,Swasta,RS SILOAM BALI,"19,949","254,793","274,743",B
230,2071034,KEPULAUAN RIAU,Swasta,RS OTORITA BATAM,"36,692","236,359","273,326",B
231,1603063,SUMATERA SELATAN,Pemerintah,RS H.M RABAIN/ RSUD MUARA ENIM,"54,776","215,747","270,523",B
232,3271115,JAWA BARAT,Swasta,RSIA HERMINA BOGOR,"25,626","244,498","270,123",B
233,6474032,KALIMANTAN TIMUR,Pemerintah,RSUD TAMAN HUSADA BONTANG,"28,927","238,238","267,165",B
234,7302016,SULAWESI SELATAN,Pemerintah,RSUD HA. SULTHAN DAENG RADJA,"54,415","210,269","264,700",B
235,3209133,JAWA BARAT,Swasta,RS SUMBER WARAS,"46,118","215,980","262,099",B
236,1275794,SUMATERA UTARA,Pemerintah,RSU HAJI MEDAN,"35,898","225,640","261,537",B
237,3579030,JAWA TIMUR,Pemerintah,RS KARSA HUSADA BATU,"25,933","235,595","261,530",B
238,7372075,SULAWESI SELATAN,Pemerintah,RSU ANDI MAKASSAU PARE PARE,"54,525","206,668","261,194",B
239,6303015,KALIMANTAN SELATAN,Pemerintah,RSUD RATU ZALECHA,"47,549","213,253","260,802",B
240,1213059,SUMATERA UTARA,Swasta,RSU PUTRI BIDADARI,"48,449","207,841","256,290",B
241,6401014,KALIMANTAN TIMUR,Pemerintah,RSUD PANGLIMA SEBAYA PASIR,"52,753","201,213","253,966",B
242,6201012,KALIMANTAN TENGAH,Pemerintah,RSU SULTAN IMANUDDIN,"48,996","204,560","253,590",B
243,1105056,NAD,Pemerintah,RSUD DR.ZUBIR MAHMUD,"31,844","221,491","253,335",B
244,3173062,DKI JAKARTA,Swasta,RS PRIMAYA PGI CIKINI,"19,744","231,705","251,451",B
245,1571012,JAMBI,Pemerintah,RSU RADEN MATTAHER JAMBI,"61,114","190,301","251,415",B
246,6202013,KALIMANTAN TENGAH,Pemerintah,RSUD DR. MURJANI SAMPIT,"41,043","202,984","244,028",B
247,6172011,KALIMANTAN BARAT,Pemerintah,RSU DR ABDUL AZIZ,"42,796","199,218","242,036",B
248,1471067,RIAU,Swasta,RS EKA HOSPITAL PEKANBARU,"17,574","223,127","240,704",B
249,3274136,JAWA BARAT,Swasta,RS JANTUNG HASNA MEDIKA,"22,883","216,205","239,088",B
250,1871180,LAMPUNG,Swasta,RS IMMANUEL WAY HALIM,"30,368","208,213","238,581",B
251,3527012,JAWA TIMUR,Pemerintah,RSUD DR. MOHAMMAD ZYN KABUPATEN SAMPANG,"47,532","187,477","236,298",B
252,1212045,SUMATERA UTARA,Swasta,RS SEMBIRING DELITUA,"56,119","177,284","233,413",B
253,3201232,JAWA BARAT,Pemerintah,RSUD CILEUNGSI KABUPATEN BOGOR PROVINSI JAWA BARAT,"23,072","207,879","230,951",B
254,1275035,SUMATERA UTARA,Pemerintah,RUMKIT TK II PUTRI HIJAU MEDAN,"25,164","204,645","229,809",B
255,3172094,DKI JAKARTA,Swasta,RS FK UKI,"16,789","212,290","229,079",B
256,2071114,KEPULAUAN RIAU,Pemerintah,RS EMBUNG FATIMAH KOTA BATAM,"25,293","202,427","227,720",B
257,3172755,DKI JAKARTA,Swasta,RS JANTUNG JAKARTA,"25,953","199,869","225,823",B
258,1275298,SUMATERA UTARA,Swasta,RSU MITRA SEJATI,"44,427","178,926","223,355",B
259,1408011,RIAU,Pemerintah,RSU BENGKALIS,"31,956","190,844","222,809",B
260,5106014,BALI,Pemerintah,RSU BANGLI,"22,493","196,986","219,479",B
261,1509013,JAMBI,Pemerintah,RSUD H. HANAFI MUARA BUNGO,"32,348","186,164","218,514",B
262,1671083,SUMATERA SELATAN,Swasta,RS SITI KHADIJAH,"34,874","181,280","216,154",B
263,1212012,SUMATERA UTARA,Pemerintah,RSUD DELI SERDANG,"29,377","183,832","213,209",B
264,3172495,DKI JAKARTA,Swasta,RS EMC PULOMAS,"10,543","202,665","213,208",B
265,3273074,JAWA BARAT,Swasta,RS ST. BORROMEUS,"19,748","193,287","213,037",B
266,3215156,JAWA BARAT,Swasta,RS LIRA MEDIKA,"23,105","189,688","212,793",B
267,3173040,DKI JAKARTA,Swasta,RS HUSADA,"14,140","192,587","206,727",B
268,7371314,SULAWESI SELATAN,Pemerintah,"RSU DR, TADJUDDIN CHALID MPH MAKASSAR","22,829","182,889","205,718",B
269,1274012,SUMATERA UTARA,Pemerintah,"RSUD DR, H. KUMPULAN PANE","17,482","188,081","205,563",B
270,1171026,NAD,Pemerintah,RUMKIT TK III BANDA ACEH,"35,452","168,125","203,579",B
271,7208011,SULAWESI TENGAH,Pemerintah,RSU ANUNTALOKO PARIGI,"39,304","163,523","202,827",B
272,1275622,SUMATERA UTARA,Swasta,RS IMELDA,"43,325","158,869","202,194",B
273,8271016,MALUKU UTARA,Pemerintah,RSU TERNATE,"52,465","149,698","202,163",B
274,7371402,SULAWESI SELATAN,Swasta,SILOAM HOSPITALS MAKASSAR,"26,432","174,777","201,209",B
275,9271012,PAPUA,Pemerintah,RSU JAYAPURA,"27,842","172,871","200,713",B
276,7371373,SULAWESI SELATAN,Swasta,RS GRESTELINA,"25,164","173,471","198,637",B
277,7303010,SULAWESI SELATAN,Pemerintah,RSU PROF. DR. A. MAKKATUTU,"46,682","146,916","193,598",B
278,7373016,SULAWESI SELATAN,Pemerintah,RSU SAWERIGADING,"53,888","139,682","193,571",B
279,3578786,JAWA TIMUR,Pemerintah,RS MATA MASYARAKAT SURABAYA,"3,516","186,420","189,936",B
280,1275072,SUMATERA UTARA,Swasta,RS SANTA ELISABETH MEDAN,"32,853","156,807","189,660",B
281,5201010,NTB,Pemerintah,RSUD PATUT PATUH PATJU,"30,347","152,391","182,738",B
282,3578560,JAWA TIMUR,Swasta,RS HUSADA UTAMA,"15,912","166,442","182,355",B
283,1276014,SUMATERA UTARA,Pemerintah,RSU DR RM JOELHAM BINJAI,"13,462","167,107","180,569",B
284,5271054,NTB,Pemerintah,RS JIWA MATARAM,"5,793","174,158","179,965",B
285,7502033,GORONTALO,Pemerintah,RSU DR. M MOHAMMAD DUNDA,"51,261","127,445","178,922",B
286,1273011,SUMATERA UTARA,Pemerintah,RSUD DR. DJASAMAN SARAGIH,"8,745","169,442","178,190",B
287,8171015,MALUKU,Pemerintah,RSU DR. M HAULUSSY AMBON,"26,731","150,813","177,544",B
288,1371464,SUMATERA BARAT,Pemerintah,RS UNIVERSITAS ANDALAS,"11,266","162,996","174,262",B
289,1808015,LAMPUNG,Pemerintah,RSUD MENGGALA,"21,596","151,113","172,714",B
290,3573257,JAWA TIMUR,Swasta,RS PERSADA HOSPITAL,"22,936","149,376","172,312",B
291,1273055,SUMATERA UTARA,Swasta,RS VITA INSANI,"48,531","123,204","171,735",B
292,1671050,SUMATERA SELATAN,Swasta,RS CHARITAS,"33,813","136,579","170,392",B
293,3174351,DKI JAKARTA,Swasta,SILOAM HOSPITALS KEBON JERUK,"9,430","160,425","169,855",B
294,1275997,SUMATERA UTARA,Swasta,RSU BINA KASIH,"53,380","114,859","168,239",B
295,3273540,JAWA BARAT,Pemerintah,RSKGM KOTA BANDUNG,945,"164,835","165,780",B
296,7202015,SULAWESI TENGAH,Pemerintah,RSUD KABUPATEN BANGGAI,"50,246","111,664","161,910",B
297,6471075,KALIMANTAN TIMUR,Swasta,SILOAM HOSPITALS BALIKPAPAN,"26,756","133,609","160,367",B
298,7371340,SULAWESI SELATAN,Swasta,RS IBNU SINA,"35,513","116,564","152,079",B
299,7371395,SULAWESI SELATAN,Pemerintah,RSU DAYA,"22,929","128,978","151,910",B
300,7371026,SULAWESI SELATAN,Pemerintah,RSUD LABUAN BAJI,"23,762","126,404","150,166",B
301,2072023,KEPULAUAN RIAU,Pemerintah,RS AL DR MIDIYATO S,"18,130","132,027","150,157",B
302,3471096,DIY,Swasta,RS MATA DR. YAP,"8,227","141,409","149,636",B
303,5171220,BALI,Pemerintah,RSUD BALI MANDARA PROVINSI BALI,"18,133","131,169","149,302",B
304,3173580,DKI JAKARTA,Swasta,RS KRAMAT 128,"10,294","138,781","149,075",B
305,3578443,JAWA TIMUR,Swasta,RS SILOAM HOSPITALS SURABAYA,"10,949","137,438","148,387",B
306,7371052,SULAWESI SELATAN,Swasta,RS AKADEMIS JAURY,"22,385","122,029","144,416",B
307,1275046,SUMATERA UTARA,Pemerintah,RS BHAYANGKARA MEDAN,"12,245","120,535","132,780",B
308,7371293,SULAWESI SELATAN,Swasta,RS ISLAM FAISAL,"31,898","97,931","129,830",B
309,1671323,SUMATERA SELATAN,Pemerintah,RS KHUSUS MATA MASYARAKAT,"6,181","123,208","129,390",B
310,1671265,SUMATERA SELATAN,Pemerintah,RSUD PALEMBANG BARI,"27,198","98,975","126,173",B
311,1171121,NAD,Pemerintah,RSIA PROPINSI NAD,"30,065","95,412","125,477",B
312,3216152,JAWA BARAT,Swasta,RS SILOAM LIPPO CIKARANG,"8,105","115,510","123,615",B
313,7371362,SULAWESI SELATAN,Pemerintah,RSUD HAJI MAKASSAR,"34,236","88,538","122,774",B
314,3216436,JAWA BARAT,Swasta,RS OMNI CIKARANG,"9,165","109,478","118,644",B
315,3172206,DKI JAKARTA,Swasta,RS PREMIER JATINEGARA,"11,522","103,999","115,521",B
316,3275063,JAWA BARAT,Swasta,RS PRIMAYA BEKASI TIMUR,"12,000","99,983","113,551",B
317,3171786,DKI JAKARTA,Swasta,RS MAYAPADA,"9,078","101,131","110,209",B
318,3573055,JAWA TIMUR,Swasta,RS PANTI WALUYA SAWAHAN,"13,761","95,840","109,601",B
319,1275196,SUMATERA UTARA,Swasta,RS SARI MUTIARA,"11,087","94,995","106,082",B
320,3174522,DKI JAKARTA,Swasta,RUMAH SAKIT CIPUTRA HOSPITAL CITRA GARDEN CITY CENGKARENG,"7,138","98,671","105,809",B
321,3673004,BANTEN,Pemerintah,RSUD BANTEN,"13,311","89,892","103,203",B
322,3603115,BANTEN,Swasta,RS EMC ALAM SUTERA,"5,561","93,222","98,783",B
323,1571147,JAMBI,Swasta,SILOAM HOSPITAL JAMBI,"8,079","89,939","98,020",B
324,1571136,JAMBI,Pemerintah,RS JIWA JAMBI,"4,353","92,580","96,933",B
325,6404032,KALIMANTAN TIMUR,Pemerintah,RSUD SANGATTA KUTAI TIMUR,"20,919","72,228","93,169",B
326,7171035,SULAWESI UTARA,Pemerintah,RS JIWA PROF.DR.V.L. RATUMBUSYANG,"6,935","84,171","91,267",B
327,3201185,JAWA BARAT,Swasta,RS MEILIA,"12,981","75,076","88,057",B
328,3273260,JAWA BARAT,Pemerintah,RSUD BANDUNG KIWARI,"42,713","45,321","88,034",B
329,3515122,JAWA TIMUR,Swasta,RSU MITRA KELUARGA WARU,"9,591","76,376","86,215",B
330,3171023,DKI JAKARTA,Swasta,RS PUSAT PERTAMINA,"11,527","68,004","79,531",B
331,3603180,BANTEN,Swasta,RS CIPUTRA HOSPITAL,"11,026","66,707","77,733",B
332,3173697,DKI JAKARTA,Pemerintah,RSKGM TNI AL R.E MARTADINATA,0,"72,731","72,731",B
333,6371130,KALIMANTAN SELATAN,Swasta,RSK BEDAH SIAGA,"3,902","67,120","71,022",B
334,3509043,JAWA TIMUR,Pemerintah,RSTP JEMBER,"11,606","58,304","69,910",B
335,1771025,BENGKULU,Pemerintah,RUMAH SAKIT KHUSUS JIWA SOEPRAPTO BENGKULU,"6,648","60,562","67,214",B
336,6304016,KALIMANTAN SELATAN,Pemerintah,RSJ SAMBANG LIHUM,"5,322","58,431","63,778",B
337,3671080,BANTEN,Swasta,RS MAYAPADA,"9,782","45,227","55,009",B
338,3275046,JAWA BARAT,Swasta,RS MITRA KELUARGA BEKASI TIMUR,"6,008","46,093","52,101",B
339,3172751,DKI JAKARTA,Pemerintah,RUMAH SAKIT GIGI DAN MULUT ANGKATAN UDARA,18,"51,299","51,317",B
340,3171789,DKI JAKARTA,Swasta,SILOAM HOSPITALS,"3,333","46,598","49,932",B
341,3276150,JAWA BARAT,Swasta,RS KHUSUS JANTUNG DIAGRAM DEPOK,"4,574","40,996","45,570",B
342,3209036,JAWA BARAT,Pemerintah,RSTP SIDAWANGI,"8,823","33,304","42,166",B
343,7471066,SULAWESI TENGGARA,Pemerintah,RS JIWA KENDARI,"3,194","37,003","40,197",B
344,3404056,DIY,Swasta,RUMAH SAKIT JIH,"5,759","33,805","39,564",B
345,1901020,BANGKA BELITUNG,Pemerintah,RS JIWA SUNGAI LIAT,"2,122","37,409","39,531",B
346,1901043,BANGKA BELITUNG,Pemerintah,RSUD DR. (H.C.) IR. SOEKARNO,"9,370","27,475","36,846",B
347,1275922,SUMATERA UTARA,Pemerintah,RUMAH SAKIT KHUSUS MATA PROVINSI SUMATERA UTARA,0,"32,415","32,415",B
348,3301109,JAWA TENGAH,Swasta,RSU AFDILA,"10,531","20,771","31,302",B
349,7371428,SULAWESI SELATAN,Swasta,RSIA PARAMOUNT,"17,564","13,170","30,734",B
350,3171511,DKI JAKARTA,Swasta,RS BEDAH SILOAM ASRI,"1,586","25,410","26,996",B
351,6172066,KALIMANTAN BARAT,Pemerintah,RS JIWA SINGKAWANG,"6,492","19,548","26,040",B
352,7371422,SULAWESI SELATAN,Pemerintah,RSGM UNIVERSITAS HASANUDDIN,387,"24,579","24,966",B
353,1671312,SUMATERA SELATAN,Pemerintah,RSK PARU-PARU PROV. SUMATERA SELATAN,752,"23,604","24,356",B
354,7106020,SULAWESI UTARA,Swasta,SENTRA MEDIKA HOSPITAL MINAHASA UTARA,"5,431","18,562","23,993",B
355,7371256,SULAWESI SELATAN,Pemerintah,RSB SITI FATIMAH,"13,626","10,353","23,979",B
356,1275063,SUMATERA UTARA,Pemerintah,RSK PARU PROVINSI SUMATERA UTARA,34,"22,038","22,072",B
357,3171435,DKI JAKARTA,Pemerintah,RSKO JAKARTA,618,"19,503","20,121",B
358,3201256,JAWA BARAT,Pemerintah,RUMAH SAKIT UNIVERSITAS INDONESIA,"5,492","14,627","20,119",B
359,3674102,BANTEN,Swasta,RS PREMIER BINTARO,"2,337","16,046","18,383",B
360,6271068,KALIMANTAN TENGAH,Pemerintah,RSJ KALAWA ATEI,"1,061","13,018","14,079",B
361,1275083,SUMATERA UTARA,Swasta,RS HERNA,"7,829","5,217","13,046",B
362,3204124,JAWA BARAT,Swasta,RSK GIGI DAN MULUT MARANATHA,23,"9,592","9,668",B
363,5103040,BALI,Pemerintah,RSU UNIVERSITAS UDAYANA,"3,617","5,969","9,586",B
364,3173712,DKI JAKARTA,Pemerintah,RS YARSI,"2,766","6,309","9,075",B
365,3275094,JAWA BARAT,Swasta,RSU MITRA KELUARGA BEKASI BARAT,"2,245","4,943","7,188",B
366,8171123,MALUKU,Pemerintah,RSUP DR. J. LEIMENA,"1,977","3,602","5,579",B
367,3216329,JAWA BARAT,Swasta,RS PERMATA CIBUBUR,294,"3,436","3,730",B
368,3201247,JAWA BARAT,Swasta,RS EMC SENTUL,679,"2,425","3,104",B
369,6371153,KALIMANTAN SELATAN,Pemerintah,RSGM GUSTI HASAN AMAN,61,"2,706","2,767",B
370,3173116,DKI JAKARTA,Swasta,RSU YPK MANDIRI,384,"1,045","1,429",B
371,1275911,SUMATERA UTARA,Swasta,RUMAH SAKIT SILOAM DHIRGA SURYA MEDAN,697,662,"1,359",B
372,3171515,DKI JAKARTA,Swasta,RS MMC,"1,265",5,"1,270",B
373,3578064,JAWA TIMUR,Swasta,RSU ADI HUSADA UNDAAN,"1,235",1,"1,236",B
374,3173656,DKI JAKARTA,Swasta,RS MITRA KEMAYORAN,"1,118",44,"1,162",B
375,3578042,JAWA TIMUR,Swasta,RSU KHATOLIK SURABAYA,971,38,"1,009",B
376,1471055,RIAU,Swasta,RS SANTA MARIA PEKANBARU,"1,003",1,"1,004",B
377,3216393,JAWA BARAT,Swasta,RS MITRA KELUARGA CIKARANG,876,82,958,B
378,3175385,DKI JAKARTA,Swasta,RS MITRA KELUARGA KELAPA GADING,909,0,909,B
379,3578582,JAWA TIMUR,Swasta,RS MITRA KELUARGA SURABAYA,742,146,889,B
380,3171504,DKI JAKARTA,Swasta,RS PONDOK INDAH,696,20,716,B
381,3578556,JAWA TIMUR,Swasta,RS PREMIERE SURABAYA,697,5,703,B
382,3174486,DKI JAKARTA,Swasta,RS ROYAL TARUMA,483,164,647,B
383,3578778,JAWA TIMUR,Swasta,RSU NASIONAL HOSPITAL,568,9,577,B
384,3201072,JAWA BARAT,Swasta,RSU PURI CINERE,538,0,538,B
385,7372078,SULAWESI SELATAN,Pemerintah,RUMAH SAKIT DR. HASRI AINUN HABIBIE,232,284,516,B
386,3273165,JAWA BARAT,Swasta,RSIA LIMIJATI,492,0,492,B
387,3174508,DKI JAKARTA,Swasta,RS PURI INDAH,450,27,477,B
388,3201258,JAWA BARAT,Swasta,EKA HOSPITAL KOTA WISATA CIBUBUR,424,18,442,B
389,3674113,BANTEN,Swasta,EKA HOSPITAL BSD,350,2,352,B
390,1275852,SUMATERA UTARA,Swasta,"RS COLUMBIA ASIA, MEDAN",338,0,338,B
391,3171665,DKI JAKARTA,Swasta,RS MEDISTRA,266,7,273,B
392,3174052,DKI JAKARTA,Swasta,GRHA KEDOYA,253,0,253,B
393,3374372,JAWA TENGAH,Swasta,RS ISLAM GIGI DAN MULUT SULTAN AGUNG,20,203,223,B
394,3175407,DKI JAKARTA,Swasta,RS GADING PLUIT,223,0,223,B
395,6303033,KALIMANTAN SELATAN,Swasta,RS CIPUTRA MITRA HOSPITAL,195,0,195,B
396,3603181,BANTEN,Swasta,RUMAH SAKIT BETHSAIDA,181,8,189,B
397,3175352,DKI JAKARTA,Swasta,RS PANTAI INDAH KAPUK,168,0,168,B
398,3175341,DKI JAKARTA,Swasta,RS PLUIT,138,1,139,B
399,3216450,JAWA BARAT,Swasta,RS EKA BEKASI,100,3,103,B
400,3277022,JAWA BARAT,Swasta,RSGM UNJANI,0,87,87,B
401,3175418,DKI JAKARTA,Swasta,RSU TZU CHI HOSPITAL,55,0,60,B
1,3671076,BANTEN,Swasta,RSU AN-NISA TANGERANG,"77,980","1,102,204","1,180,184",C
2,3318108,JAWA TENGAH,Swasta,RS KELUARGA SEHAT,"58,617","1,088,872","1,147,489",C
3,3374112,JAWA TENGAH,Swasta,RSU PANTI WILASA I,"68,016","984,873","1,052,889",C
4,3671136,BANTEN,Swasta,RS HERMINA TANGERANG,"55,340","834,521","889,864",C
5,1471390,RIAU,Swasta,RS AWAL BROS PANAM,"55,678","800,591","856,269",C
6,1371021,SUMATERA BARAT,Pemerintah,RUMKIT TK III REKSODIWIRYO PADANG,"43,530","809,857","853,387",C
7,3573215,JAWA TIMUR,Swasta,RS ISLAM AISYIYAH,"48,338","783,731","832,078",C
8,3305011,JAWA TENGAH,Pemerintah,RSUD KEBUMEN,"75,499","724,713","800,213",C
9,3374080,JAWA TENGAH,Swasta,RSU ROEMANI,"59,770","737,304","797,074",C
10,3578031,JAWA TIMUR,Swasta,RS WILLIAM BOOTH,"28,250","751,153","779,405",C
11,6472123,KALIMANTAN TIMUR,Swasta,RS SAMARINDA MEDIKA CITRA,"73,793","693,187","766,982",C
12,3374240,JAWA TENGAH,Swasta,RS PANTI WILASA II,"54,543","702,663","757,206",C
13,3515121,JAWA TIMUR,Swasta,RS ANWAR MEDIKA,"88,431","648,574","737,005",C
14,3322034,JAWA TENGAH,Swasta,RSU KEN SARAS,"43,966","690,385","734,351",C
15,6472030,KALIMANTAN TIMUR,Swasta,RS DIRGAHAYU,"83,806","641,053","724,859",C
16,3671209,BANTEN,Swasta,RS SARI ASIH SANGIANG,"57,586","660,813","718,399",C
17,3273145,JAWA BARAT,Swasta,RSU HERMINA ARCAMANIK,"48,809","632,856","681,666",C
18,1371091,SUMATERA BARAT,Swasta,RS ISLAM IIBNU SINA,"28,738","651,900","680,638",C
19,3204075,JAWA BARAT,Swasta,RS MITRA KASIH,"49,344","629,737","679,607",C
20,3576036,JAWA TIMUR,Swasta,RS PTP XXI_XXII GATOEL,"42,324","624,887","667,211",C
21,3276146,JAWA BARAT,Swasta,RSU HASANAH GRAHA AFIAH,"33,753","630,591","664,375",C
22,3516062,JAWA TIMUR,Swasta,RS ISLAM SAKINAH,"70,951","579,377","650,328",C
23,1375040,SUMATERA BARAT,Swasta,RS IBNU SINA BUKITTINGGI,"41,270","589,812","631,082",C
24,3674007,BANTEN,Swasta,RSIA HERMINA CIPUTAT,"36,058","593,140","629,198",C
25,3174030,DKI JAKARTA,Swasta,RS BHAKTI MULIA,"47,805","573,728","621,533",C
26,3207012,JAWA BARAT,Pemerintah,RSUD CIAMIS,"89,890","528,724","619,093",C
27,3671208,BANTEN,Pemerintah,RSUD KOTA TANGERANG,"41,356","577,072","618,690",C
28,3319080,JAWA TENGAH,Swasta,RSU ISLAM SUNAN KUDUS,"52,267","561,138","613,405",C
29,3277021,JAWA BARAT,Swasta,RSU KASIH BUNDA,"35,561","573,681","609,242",C
30,3276041,JAWA BARAT,Swasta,RSU GRHA PERMATA IBU,"27,098","581,447","608,548",C
31,3577085,JAWA TIMUR,Pemerintah,RSUD KOTA MADIUN,"40,992","559,223","600,651",C
32,3603185,BANTEN,Swasta,RS HERMINA BITUNG,"39,652","555,482","595,135",C
33,3671146,BANTEN,Swasta,RS BHAKTI ASIH,"47,720","546,566","594,299",C
34,3317015,JAWA TENGAH,Pemerintah,RSUD R. SOETRASNO REMBANG,"81,564","509,714","591,278",C
35,1371032,SUMATERA BARAT,Swasta,RS YOS SUDARSO,"31,318","553,106","584,424",C
36,3210014,JAWA BARAT,Pemerintah,RSUD MAJALENGKA,"63,458","520,666","584,125",C
37,3201245,JAWA BARAT,Swasta,RS KARYA BHAKTI PRATIWI,"37,742","544,898","582,640",C
38,3275196,JAWA BARAT,Swasta,RS BELLA,"19,308","561,875","581,282",C
39,3507104,JAWA TIMUR,Swasta,RS PRIMA HUSADA,"40,116","540,954","581,071",C
40,3372074,JAWA TENGAH,Swasta,RS. PANTI WALUYO,"26,320","553,231","579,551",C
41,3372236,JAWA TENGAH,Swasta,RUMAH SAKIT HERMINA SOLO,"33,745","544,923","578,668",C
42,3310416,JAWA TENGAH,Swasta,RSU PKU MUHAMMADIYAH DELANGGU,"64,325","513,804","578,129",C
43,6471051,KALIMANTAN TIMUR,Swasta,RS RESTU IBU,"32,480","536,343","568,823",C
44,3216388,JAWA BARAT,Swasta,RS CIBITUNG MEDIKA,"59,918","508,391","568,309",C
45,3215123,JAWA BARAT,Swasta,RSU CITRA SARI HUSADA,"81,648","482,977","564,626",C
46,3201236,JAWA BARAT,Swasta,RS MEDIKA DRAMAGA,"28,818","529,570","558,389",C
47,3201241,JAWA BARAT,Swasta,RS UMMI,"47,274","502,369","549,643",C
48,3321011,JAWA TENGAH,Pemerintah,RSU SUNAN KALIJAGA,"55,149","489,926","545,076",C
49,3302229,JAWA TENGAH,Swasta,RSU DADI KELUARGA,"38,654","499,669","538,323",C
50,3201238,JAWA BARAT,Swasta,RS HERMINA MEKARSARI,"37,704","499,949","537,709",C
51,3273063,JAWA BARAT,Swasta,RS ST YUSUF BANDUNG,"36,813","499,487","536,300",C
52,1871282,LAMPUNG,Swasta,RSU ADVENT BANDAR LAMPUNG,"45,648","488,911","534,560",C
53,3216402,JAWA BARAT,Swasta,RS ANNA MEDIKA,"36,050","497,860","533,910",C
54,7602044,SULAWESI BARAT,Pemerintah,RSUD POLEWALI,"75,071","457,619","532,690",C
55,3322012,JAWA TENGAH,Pemerintah,RSUD DR. GUNAWAN MANGUNKUSUMO,"52,328","479,376","531,704",C
56,3327044,JAWA TENGAH,Swasta,RSU SIAGA MEDIKA PEMALANG,"74,980","451,177","526,157",C
57,3202062,JAWA BARAT,Swasta,RSU HERMINA SUKABUMI,"50,197","473,688","523,886",C
58,3402031,DIY,Swasta,RS PKU MUHAMMADIYAH BANTUL,"40,796","482,759","523,556",C
59,3302030,JAWA TENGAH,Pemerintah,RUMKIT TK III WIJAYAKUSUMA,"49,765","471,301","521,066",C
60,1671325,SUMATERA SELATAN,Swasta,RS HERMINA PALEMBANG,"52,740","467,235","519,975",C
61,3525076,JAWA TIMUR,Swasta,RS PETROKIMIA GRESIK,"25,309","492,986","518,345",C
62,3521013,JAWA TIMUR,Pemerintah,RSU DR. SOEROTO NGAWI,"51,643","462,658","514,301",C
